DATA,CO_ID,CL_ID,CL_GENERO,CL_EC,CL_FHL,CL_SEG,PR_ID,PR_CAT,PR_NOME
2021-09-02,495910,872,M,3,4,A,134,LIMPEZA,SABAO
2021-09-02,495990,693,F,4,0,B,170,ALIMENTOS,MACARRAO INSTANTANEO
2021-09-02,496022,796,M,2,3,B,149,ALIMENTOS,QUEIJO MUSSARELA
2021-09-02,496045,625,F,4,0,C,167,ALIMENTOS,MANGA
2021-09-02,496139,550,M,4,0,B,190,HIGIENE,GEL
2021-09-02,496170,423,F,5,2,A,17,ALIMENTOS,BISCOITO
2021-09-02,496212,771,F,4,0,B,128,HIGIENE,SHAMPOO
2021-02-14,496242,882,F,4,1,B,219,ALIMENTOS,BATATA DOCE
2021-02-14,496280,459,F,3,2,B,106,LIMPEZA,ODORIZADOR
2021-02-14,496341,484,M,3,2,C,210,ACESSORIOS,CHUPETA
2021-02-14,496366,245,F,4,3,B,206,ALIMENTOS,CORACAO DE FRANGO
2021-02-14,496399,891,F,3,2,B,203,ALIMENTOS,DANETTE
2021-02-14,496433,208,M,3,0,B,14,ALIMENTOS,BATATA
2021-02-14,496501,723,M,4,0,B,204,HIGIENE,CREME
2021-02-14,496571,411,F,2,0,B,77,HIGIENE,FIXADOR
2021-02-14,496633,760,F,2,0,A,46,ALIMENTOS,MOLHO BARBECUE
2021-02-14,496672,375,M,4,0,B,48,ALIMENTOS,OVOS
2021-02-14,496743,976,M,4,2,B,198,BEBIDAS,ENERGETICO
2021-02-14,496810,692,F,4,0,B,193,HIGIENE,FIO DENTAL
2021-02-14,496878,166,F,1,0,B,157,ALIMENTOS,PAPINHA INFANTIL
2021-02-14,496916,559,F,3,1,A,70,BEBIDAS,REFRIGERANTE OUTROS
2021-02-14,496956,409,F,3,4,B,57,ALIMENTOS,REQUEIJAO
2021-02-14,497017,663,F,4,0,B,160,ALIMENTOS,PALMITO
2021-02-14,497113,171,F,3,1,B,33,ALIMENTOS,IOGURTE
2021-02-14,497163,578,M,4,0,B,61,ALIMENTOS,SARDINHA
2021-02-14,497235,819,M,4,0,B,200,LIMPEZA,DETERGENTE
2021-02-14,497246,937,M,3,4,C,119,PET,RACAO UMIDA PARA GATOS
2021-02-14,497308,422,F,2,4,C,198,BEBIDAS,ENERGETICO
2021-02-14,497402,58,M,2,2,B,93,LIMPEZA,AGUA SANITARIA
2021-02-14,497488,624,M,4,0,B,197,HIGIENE,ENXAGUANTE BUCAL
2021-02-14,497542,709,F,3,0,B,200,LIMPEZA,DETERGENTE
2021-02-14,497565,257,M,1,4,C,162,LIMPEZA,ODORIZADOR
2021-02-14,497615,222,F,4,0,B,116,PET,RACAO SECA PARA CAES
2021-02-14,497696,128,F,2,0,B,162,LIMPEZA,ODORIZADOR
2021-02-14,497722,566,F,4,0,B,147,PET,RACAO SECA PARA GATOS
2021-02-14,497738,999,M,2,2,C,3,ALIMENTOS,ABACATE
2021-02-14,497798,872,M,3,4,A,164,ACESSORIOS,MORDEDOR
2021-02-14,497837,520,M,1,0,B,5,ALIMENTOS,ACHOCOLATADO
2021-02-14,497866,592,F,2,0,C,212,LIMPEZA,CERA
2021-02-14,497926,227,F,3,0,C,224,ALIMENTOS,AZEITE
2021-02-14,498014,922,M,1,0,B,163,ALIMENTOS,MORTADELA
2021-02-14,498058,536,M,4,0,B,45,ALIMENTOS,MANGA
2021-02-14,498143,759,F,3,0,B,41,ALIMENTOS,MACARRAO
2021-02-14,498236,357,M,2,2,C,116,PET,RACAO SECA PARA CAES
2021-02-14,498309,594,F,3,1,C,107,#N/D,#N/D
2021-02-14,498353,584,M,3,0,B,8,ALIMENTOS,ARROZ
2021-02-14,498421,310,M,4,3,C,157,ALIMENTOS,PAPINHA INFANTIL
2021-02-14,498436,373,F,4,2,B,117,PET,RACAO SECA PARA GATOS
2021-02-14,498504,642,M,2,3,B,197,HIGIENE,ENXAGUANTE BUCAL
2021-02-14,498534,727,M,4,2,C,30,ALIMENTOS,FILE DE PEIXE
2021-02-14,498610,847,M,4,2,A,146,PET,RACAO UMIDA PARA CAES
2021-02-14,498686,933,M,2,2,B,203,ALIMENTOS,DANETTE
2021-02-14,498709,797,M,2,4,B,227,ALIMENTOS,ARROZ
2021-02-14,498721,878,F,4,3,C,178,HIGIENE,LENCO UMEDECIDO
2021-02-14,498759,470,M,3,1,B,80,HIGIENE,HASTES FLEXIVEIS
2021-02-14,498813,696,M,2,0,B,221,ALIMENTOS,BANANA
2021-02-14,498833,85,M,1,0,B,166,HIGIENE,MODELADOR
2021-02-14,498878,366,M,3,4,B,187,HIGIENE,HASTES FLEXIVEIS
2021-02-14,498916,525,M,1,4,B,126,HIGIENE,TALCO
2021-02-14,498939,576,M,3,0,B,158,HIGIENE,PAPEL HIGIENICO
2021-02-16,498965,136,F,2,1,B,31,ALIMENTOS,GRANOLA
2021-02-16,499049,953,M,1,1,B,225,ALIMENTOS,ATUM
2021-02-16,499103,958,M,2,3,B,116,PET,RACAO SECA PARA CAES
2021-02-16,499130,848,F,5,3,A,87,HIGIENE,PROTETOR SOLAR
2021-02-16,499206,508,F,3,0,B,175,LIMPEZA,LIMPADOR MULTIUSO
2021-02-16,499300,370,M,1,4,B,147,PET,RACAO SECA PARA GATOS
2021-02-16,499320,137,F,4,1,B,169,ALIMENTOS,MAMAO
2021-02-16,499330,176,F,2,0,B,103,LIMPEZA,LIMPADOR MULTIUSO
2021-02-16,499400,820,M,1,4,B,69,BEBIDAS,REFRIGERANTE LIMaO
2021-02-16,499438,54,M,1,0,A,155,ALIMENTOS,PATE
2021-02-16,499465,9,F,2,0,B,183,ALIMENTOS,KETCHUP
2021-02-16,499547,60,F,2,3,B,69,BEBIDAS,REFRIGERANTE LIMaO
2021-02-16,499564,847,M,4,2,A,103,LIMPEZA,LIMPADOR MULTIUSO
2021-02-16,499643,888,F,4,2,B,227,ALIMENTOS,ARROZ
2021-02-16,499722,114,F,3,3,B,104,LIMPEZA,LIMPADOR PERFUMADO
2021-02-16,499790,482,M,4,2,B,208,HIGIENE,CONDICIONADOR
2021-02-16,499868,706,F,2,0,A,143,BEBIDAS,REFRIGERANTE GUARANA
2021-02-16,499900,574,F,2,2,B,220,ALIMENTOS,BATATA
2021-02-16,499903,559,F,3,1,A,214,ALIMENTOS,CEBOLA
2021-02-16,499940,717,F,3,0,B,173,ALIMENTOS,LINGUICA
2021-02-16,499975,476,M,3,0,C,100,LIMPEZA,DETERGENTE
2021-02-16,500009,678,F,3,0,C,176,LIMPEZA,LIMPA VIDROS
2021-02-16,500011,629,M,3,0,C,206,ALIMENTOS,CORACAO DE FRANGO
2021-02-16,500044,496,F,2,0,B,204,HIGIENE,CREME
2021-02-16,500056,343,F,1,0,B,60,ALIMENTOS,SALGADINHOS DE MILHO
2021-02-16,500137,71,F,3,1,B,16,ALIMENTOS,BIFE DE COXAO MOLE
2021-02-16,500139,385,F,2,0,B,55,ALIMENTOS,QUEIJO DE CABRA
2021-02-16,500175,580,M,3,0,B,207,ALIMENTOS,COPA SUINA
2021-02-16,500261,255,M,4,0,B,149,ALIMENTOS,QUEIJO MUSSARELA
2021-02-16,500341,712,F,2,3,B,73,HIGIENE,CREME
2021-02-16,500344,3,F,4,0,B,193,HIGIENE,FIO DENTAL
2021-02-16,500410,636,M,2,2,B,228,LIMPEZA,AMACIANTE
2021-02-16,500420,959,M,5,1,B,97,LIMPEZA,CERA
2021-02-16,500509,392,M,2,2,C,18,ALIMENTOS,BROCOLIS
2021-02-16,500516,895,M,3,0,B,24,ALIMENTOS,COPA SUINA
2021-02-16,500526,611,M,4,0,B,108,LIMPEZA,REMOVEDOR
2021-02-16,500581,11,F,4,0,A,114,LIMPEZA,VASSOURA
2021-02-16,500630,646,F,1,0,B,109,LIMPEZA,RODO
2021-02-16,500723,543,M,2,2,B,59,ALIMENTOS,SALGADINHO
2021-02-16,500727,987,F,1,0,B,77,HIGIENE,FIXADOR
2021-02-16,500754,636,M,2,2,B,171,ALIMENTOS,MACARRAO
2021-02-16,500777,547,F,3,4,C,38,ALIMENTOS,LEITE CONDENSADO
2021-02-16,500864,250,F,4,1,B,202,LIMPEZA,DESENGORDURANTE
2021-02-16,500866,813,F,4,0,C,197,HIGIENE,ENXAGUANTE BUCAL
2021-02-16,500867,255,M,4,0,B,199,ALIMENTOS,DOCE
2021-02-16,500939,660,F,3,0,C,204,HIGIENE,CREME
2021-02-16,500970,760,F,2,0,A,79,HIGIENE,GEL
2021-02-16,501047,394,M,1,0,B,73,HIGIENE,CREME
2021-02-16,501087,326,F,1,0,B,193,HIGIENE,FIO DENTAL
2021-02-16,501167,986,M,4,0,B,4,ALIMENTOS,ABACAXI
2021-02-16,501266,120,F,4,3,A,1,ACESSORIOS,CHUPETA
2021-02-16,501298,178,M,3,0,A,113,LIMPEZA,TIRA MANCHA
2021-02-16,501347,377,F,1,0,B,67,BEBIDAS,REFRIGERANTE GUARANA
2021-02-16,501435,966,F,4,2,B,90,HIGIENE,SHAMPOO
2021-02-16,501491,618,M,4,3,B,72,HIGIENE,CONDICIONADOR
2021-02-16,501579,945,F,2,3,B,154,HIGIENE,PRESERVATIVO
2021-02-16,501617,249,F,4,0,B,84,HIGIENE,PAPEL HIGIENICO
2021-02-16,501677,293,M,4,0,B,225,ALIMENTOS,ATUM
2021-02-16,501748,209,F,4,0,B,126,HIGIENE,TALCO
2021-02-20,501775,445,M,2,0,B,182,ALIMENTOS,LATA DE ERVILHA
2021-02-20,501814,833,F,1,4,B,160,ALIMENTOS,PALMITO
2021-02-20,501855,436,M,2,4,B,103,LIMPEZA,LIMPADOR MULTIUSO
2021-02-20,501923,71,F,3,1,B,109,LIMPEZA,RODO
2021-02-20,501940,470,M,3,1,B,175,LIMPEZA,LIMPADOR MULTIUSO
2021-02-20,501989,52,F,1,0,A,186,HIGIENE,HIDRATANTE
2021-02-20,502030,807,M,1,3,B,155,ALIMENTOS,PATE
2021-02-20,502110,509,F,2,3,C,198,BEBIDAS,ENERGETICO
2021-02-20,502185,97,F,4,1,B,172,LIMPEZA,LUSTRA MOVEIS
2021-02-20,502243,969,M,1,3,B,68,BEBIDAS,REFRIGERANTE LARANJA
2021-02-20,502335,372,M,1,4,B,102,LIMPEZA,LIMPA VIDROS
2021-02-20,502355,712,F,2,3,B,134,LIMPEZA,SABAO
2021-02-20,502390,602,M,3,0,B,212,LIMPEZA,CERA
2021-02-20,502455,487,F,3,0,C,114,LIMPEZA,VASSOURA
2021-02-20,502485,787,F,3,0,A,5,ALIMENTOS,ACHOCOLATADO
2021-02-20,502584,670,M,4,0,C,38,ALIMENTOS,LEITE CONDENSADO
2021-02-20,502672,414,F,1,0,B,228,LIMPEZA,AMACIANTE
2021-02-20,502732,792,F,2,0,B,96,LIMPEZA,BALDE
2021-02-20,502775,215,M,2,4,B,179,ALIMENTOS,LEITE CONDENSADO
2021-02-20,502819,566,F,4,0,B,223,ALIMENTOS,AZEITONA
2021-02-20,502840,200,F,3,0,B,24,ALIMENTOS,COPA SUINA
2021-02-20,502867,549,M,2,3,C,87,HIGIENE,PROTETOR SOLAR
2021-02-20,502903,268,M,4,0,B,151,HIGIENE,PROTETOR SOLAR
2021-02-20,502945,307,M,1,0,B,37,ALIMENTOS,LEITE
2021-02-20,503011,889,F,3,4,B,21,ALIMENTOS,CENOURA
2021-02-20,503029,917,M,1,0,A,195,ALIMENTOS,FEIJAO
2021-02-20,503105,900,F,3,0,B,82,HIGIENE,LENCO UMEDECIDO
2021-02-20,503148,265,M,2,3,B,1,ACESSORIOS,CHUPETA
2021-02-20,503246,366,M,3,4,B,68,BEBIDAS,REFRIGERANTE LARANJA
2021-02-20,503249,227,F,3,0,C,211,ALIMENTOS,CHA
2021-02-20,503280,971,F,1,2,A,102,LIMPEZA,LIMPA VIDROS
2021-02-20,503365,639,M,2,0,C,175,LIMPEZA,LIMPADOR MULTIUSO
2021-02-20,503409,736,M,1,0,C,36,ALIMENTOS,LATA DE MILHO
2021-02-20,503474,191,M,3,0,B,199,ALIMENTOS,DOCE
2021-02-20,503532,654,M,1,1,B,160,ALIMENTOS,PALMITO
2021-02-20,503621,930,F,4,1,B,103,LIMPEZA,LIMPADOR MULTIUSO
2021-02-24,503628,884,F,3,2,C,182,ALIMENTOS,LATA DE ERVILHA
2021-02-24,503706,787,F,3,0,A,41,ALIMENTOS,MACARRAO
2021-02-24,503723,184,M,1,3,B,205,ALIMENTOS,COXA E SOBRECOXA DE FRANGO
2021-02-24,503789,767,F,1,0,B,167,ALIMENTOS,MANGA
2021-02-24,503790,650,F,2,0,C,106,LIMPEZA,ODORIZADOR
2021-02-24,503834,270,F,3,1,B,158,HIGIENE,PAPEL HIGIENICO
2021-02-24,503888,583,F,2,0,B,125,HIGIENE,TINTURAS
2021-02-24,503946,638,M,3,1,B,15,ALIMENTOS,BATATA DOCE
2021-02-24,503976,814,M,4,0,B,1,ACESSORIOS,CHUPETA
2021-02-24,504040,820,M,1,4,B,7,ALIMENTOS,ALMONDEGA
2021-02-24,504086,837,F,2,0,C,141,BEBIDAS,REFRIGERANTE LIMaO
2021-02-24,504104,100,F,2,3,C,137,ALIMENTOS,REQUEIJAO
2021-02-24,504176,22,M,1,0,B,24,ALIMENTOS,COPA SUINA
2021-02-24,504198,887,F,3,0,B,122,ALIMENTOS,TOMATE
2021-02-24,504286,838,F,1,0,C,44,ALIMENTOS,MAMAO
2021-02-24,504368,813,F,4,0,C,44,ALIMENTOS,MAMAO
2021-02-24,504446,310,M,4,3,C,44,ALIMENTOS,MAMAO
2021-02-24,504525,543,M,2,2,B,67,BEBIDAS,REFRIGERANTE GUARANA
2021-02-24,504565,755,M,3,4,B,23,ALIMENTOS,COGUMELOS
2021-02-24,504608,911,F,2,0,B,76,HIGIENE,FIO DENTAL
2021-02-24,504637,884,F,3,2,C,47,ALIMENTOS,MORTADELA
2021-02-24,504674,753,F,1,3,C,79,HIGIENE,GEL
2021-02-24,504738,624,M,4,0,B,88,HIGIENE,REPELENTE
2021-02-24,504791,417,M,4,1,B,62,ALIMENTOS,SNACKS
2021-02-24,504832,314,F,1,1,A,228,LIMPEZA,AMACIANTE
2021-02-24,504840,413,M,3,2,B,212,LIMPEZA,CERA
2021-02-24,504891,148,M,3,4,A,223,ALIMENTOS,AZEITONA
2021-02-24,504956,68,F,2,1,A,10,ALIMENTOS,ATUM
2021-02-24,505009,100,F,2,3,C,137,ALIMENTOS,REQUEIJAO
2021-02-24,505047,60,F,2,3,B,38,ALIMENTOS,LEITE CONDENSADO
2021-02-24,505091,151,F,1,0,B,129,ALIMENTOS,SARDINHA
2021-02-24,505101,492,F,2,1,C,114,LIMPEZA,VASSOURA
2021-02-24,505144,108,M,1,0,B,103,LIMPEZA,LIMPADOR MULTIUSO
2021-02-24,505165,853,M,5,2,A,181,ALIMENTOS,LATA DE MILHO
2021-02-24,505223,101,F,1,0,C,32,ALIMENTOS,HAMBUGUER
2021-02-24,505286,560,M,2,0,B,67,BEBIDAS,REFRIGERANTE GUARANA
2021-02-27,505379,643,F,4,0,C,180,ALIMENTOS,LEITE
2021-02-27,505474,12,M,1,1,A,86,HIGIENE,PRESERVATIVO
2021-02-27,505514,13,M,2,1,B,220,ALIMENTOS,BATATA
2021-02-27,505613,288,M,2,0,B,60,ALIMENTOS,SALGADINHOS DE MILHO
2021-02-27,505685,357,M,2,2,C,15,ALIMENTOS,BATATA DOCE
2021-02-27,505757,89,F,3,3,C,131,ALIMENTOS,SALGADINHO
2021-02-27,505801,947,F,3,1,B,221,ALIMENTOS,BANANA
2021-02-27,505892,426,F,3,0,C,42,ALIMENTOS,MACARRAO INSTANTANEO
2021-02-27,505976,780,M,3,2,B,215,ALIMENTOS,CAFE
2021-02-27,505986,886,F,5,1,B,25,ALIMENTOS,CORACAO DE FRANGO
2021-02-27,505995,83,M,1,4,B,58,ALIMENTOS,RICOTA
2021-02-27,506078,14,M,1,3,B,67,BEBIDAS,REFRIGERANTE GUARANA
2021-02-27,506098,628,M,3,0,B,12,ALIMENTOS,AZEITONA
2021-02-27,506139,660,F,3,0,C,40,ALIMENTOS,LINGUICA
2021-02-27,506232,908,M,3,2,C,174,LIMPEZA,LIMPADOR PERFUMADO
2021-02-27,506330,839,F,1,3,B,101,LIMPEZA,INSETICIDA
2021-02-27,506331,206,F,3,1,C,138,HIGIENE,REPELENTE
2021-02-27,506413,581,F,4,2,C,64,ALIMENTOS,UVA
2021-02-27,506458,543,M,2,2,B,60,ALIMENTOS,SALGADINHOS DE MILHO
2021-02-27,506517,598,F,4,0,B,28,ALIMENTOS,DOCE
2021-02-27,506589,397,F,1,0,B,25,ALIMENTOS,CORACAO DE FRANGO
2021-02-27,506622,489,F,4,3,B,214,ALIMENTOS,CEBOLA
2021-02-27,506695,164,M,2,3,A,130,ALIMENTOS,SALGADINHOS DE MILHO
2021-02-27,506770,655,M,2,0,B,6,ALIMENTOS,ALHO
2021-02-27,506840,299,F,3,1,C,131,ALIMENTOS,SALGADINHO
2021-02-27,506847,318,M,1,2,B,71,HIGIENE,ABSORVENTE
2021-02-27,506858,541,F,3,0,B,167,ALIMENTOS,MANGA
2021-02-27,506894,715,F,3,4,B,180,ALIMENTOS,LEITE
2021-02-27,506919,793,M,1,3,B,2,ACESSORIOS,MORDEDOR
2021-02-27,506973,26,F,4,1,A,56,ALIMENTOS,QUEIJO MUSSARELA
2021-02-27,507043,323,M,1,3,B,145,PET,RACAO UMIDA PARA GATOS
2021-02-27,507137,587,M,1,0,B,154,HIGIENE,PRESERVATIVO
2021-02-27,507147,824,F,1,0,B,85,HIGIENE,PASTA DE DENTE
2021-02-27,507175,492,F,2,1,C,147,PET,RACAO SECA PARA GATOS
2021-02-27,507241,560,M,2,0,B,168,ALIMENTOS,MAMAO PAPAYA
2021-02-27,507249,579,F,3,0,B,24,ALIMENTOS,COPA SUINA
2021-02-27,507269,17,M,4,0,B,45,ALIMENTOS,MANGA
2021-02-27,507359,775,F,2,3,B,152,ALIMENTOS,PRESUNTO COZIDO
2021-02-27,507440,467,F,2,2,B,124,LIMPEZA,TIRA LIMO
2021-02-27,507490,51,F,3,0,B,171,ALIMENTOS,MACARRAO
2021-02-27,507583,516,M,1,0,C,72,HIGIENE,CONDICIONADOR
2021-02-27,507621,317,M,3,0,B,100,LIMPEZA,DETERGENTE
2021-02-27,507624,661,M,3,0,B,145,PET,RACAO UMIDA PARA GATOS
2021-02-27,507659,404,M,4,0,B,206,ALIMENTOS,CORACAO DE FRANGO
2021-02-27,507683,255,M,4,0,B,177,ALIMENTOS,LIMAO
2021-02-27,507738,971,F,1,2,A,103,LIMPEZA,LIMPADOR MULTIUSO
2021-02-27,507739,341,M,2,0,C,28,ALIMENTOS,DOCE
2021-02-27,507824,402,M,2,0,C,154,HIGIENE,PRESERVATIVO
2021-02-27,507857,598,F,4,0,B,149,ALIMENTOS,QUEIJO MUSSARELA
2021-02-27,507906,345,F,2,3,B,168,ALIMENTOS,MAMAO PAPAYA
2021-02-27,507911,417,M,4,1,B,157,ALIMENTOS,PAPINHA INFANTIL
2021-02-27,507927,131,F,2,0,C,7,ALIMENTOS,ALMONDEGA
2021-02-27,508026,988,F,2,0,C,74,HIGIENE,ENXAGUANTE BUCAL
2021-02-27,508027,955,F,3,2,C,86,HIGIENE,PRESERVATIVO
2021-02-27,508030,468,M,3,1,C,18,ALIMENTOS,BROCOLIS
2021-02-27,508108,372,M,1,4,B,139,LIMPEZA,REMOVEDOR
2021-02-27,508131,343,F,1,0,B,30,ALIMENTOS,FILE DE PEIXE
2021-02-27,508138,636,M,2,2,B,110,LIMPEZA,SABAO
2021-02-27,508150,95,M,1,0,B,186,HIGIENE,HIDRATANTE
2021-02-27,508229,682,F,2,2,B,153,ALIMENTOS,PRESUNTO COZIDO
2021-02-27,508258,345,F,2,3,B,64,ALIMENTOS,UVA
2021-03-03,508347,107,F,2,0,C,18,ALIMENTOS,BROCOLIS
2021-03-03,508368,146,F,2,0,B,84,HIGIENE,PAPEL HIGIENICO
2021-03-03,508447,905,M,1,0,B,175,LIMPEZA,LIMPADOR MULTIUSO
2021-03-03,508484,625,F,4,0,C,172,LIMPEZA,LUSTRA MOVEIS
2021-03-03,508554,509,F,2,3,C,58,ALIMENTOS,RICOTA
2021-03-03,508610,17,M,4,0,B,106,LIMPEZA,ODORIZADOR
2021-03-03,508658,286,M,4,0,B,106,LIMPEZA,ODORIZADOR
2021-03-03,508661,301,F,3,0,C,140,BEBIDAS,REFRIGERANTE OUTROS
2021-03-03,508749,310,M,4,3,C,114,LIMPEZA,VASSOURA
2021-03-03,508801,708,F,2,2,B,54,ALIMENTOS,PRESUNTO COZIDO
2021-03-03,508896,640,M,4,0,C,91,HIGIENE,TALCO
2021-06-03,508933,580,M,3,0,B,130,ALIMENTOS,SALGADINHOS DE MILHO
2021-06-03,508986,695,M,2,0,A,99,LIMPEZA,DESINFETANTE
2021-06-03,509012,398,F,4,1,B,57,ALIMENTOS,REQUEIJAO
2021-06-03,509048,208,M,3,0,B,84,HIGIENE,PAPEL HIGIENICO
2021-06-03,509125,266,F,3,3,B,101,LIMPEZA,INSETICIDA
2021-06-03,509223,936,F,3,2,B,202,LIMPEZA,DESENGORDURANTE
2021-06-03,509260,35,M,3,0,B,168,ALIMENTOS,MAMAO PAPAYA
2021-06-03,509340,737,F,2,1,C,59,ALIMENTOS,SALGADINHO
2021-06-03,509425,901,F,4,1,B,14,ALIMENTOS,BATATA
2021-06-03,509480,412,M,2,0,B,160,ALIMENTOS,PALMITO
2021-06-03,509503,959,M,5,1,B,47,ALIMENTOS,MORTADELA
2021-06-03,509588,650,F,2,0,C,13,ALIMENTOS,BANANA
2021-06-03,509596,737,F,2,1,C,150,ALIMENTOS,QUEIJO DE CABRA
2021-06-03,509672,205,M,2,4,B,139,LIMPEZA,REMOVEDOR
2021-06-03,509766,122,M,3,3,B,52,ALIMENTOS,PATE
2021-06-03,509850,415,F,3,0,B,17,ALIMENTOS,BISCOITO
2021-06-03,509865,92,M,4,1,B,128,HIGIENE,SHAMPOO
2021-06-03,509940,320,M,3,4,B,79,HIGIENE,GEL
2021-06-03,509943,394,M,1,0,B,126,HIGIENE,TALCO
2021-06-03,509945,635,F,4,0,B,207,ALIMENTOS,COPA SUINA
2021-06-03,510040,783,F,1,0,B,95,LIMPEZA,AMACIANTE
2021-06-03,510111,924,F,2,2,B,134,LIMPEZA,SABAO
2021-06-03,510115,138,F,3,2,B,124,LIMPEZA,TIRA LIMO
2021-06-03,510190,129,M,2,0,A,62,ALIMENTOS,SNACKS
2021-06-03,510216,328,M,2,0,B,173,ALIMENTOS,LINGUICA
2021-06-03,510292,40,M,2,1,B,18,ALIMENTOS,BROCOLIS
2021-06-03,510317,547,F,3,4,C,147,PET,RACAO SECA PARA GATOS
2021-06-03,510331,545,M,2,2,B,3,ALIMENTOS,ABACATE
2021-06-03,510347,186,M,2,4,C,120,LIMPEZA,VASSOURA
2021-06-03,510443,866,M,2,2,C,62,ALIMENTOS,SNACKS
2021-06-03,510519,192,F,4,0,B,89,HIGIENE,SABONETE
2021-06-03,510548,622,F,3,0,B,87,HIGIENE,PROTETOR SOLAR
2021-06-03,510570,142,F,1,0,B,188,ALIMENTOS,HAMBUGUER
2021-06-03,510655,303,M,3,4,B,102,LIMPEZA,LIMPA VIDROS
2021-06-03,510730,571,F,2,0,B,153,ALIMENTOS,PRESUNTO COZIDO
2021-06-03,510800,773,M,4,0,B,187,HIGIENE,HASTES FLEXIVEIS
2021-06-03,510824,111,M,2,4,C,92,HIGIENE,TINTURAS
2021-06-03,510903,454,F,1,0,B,112,LIMPEZA,TIRA LIMO
2021-06-03,510940,160,F,3,4,B,89,HIGIENE,SABONETE
2021-06-03,511005,223,F,3,0,B,85,HIGIENE,PASTA DE DENTE
2021-06-03,511025,234,M,3,4,B,37,ALIMENTOS,LEITE
2021-06-03,511093,354,F,2,0,B,159,ALIMENTOS,PAO DE FORMA
2021-06-03,511134,143,F,1,4,B,147,PET,RACAO SECA PARA GATOS
2021-06-03,511146,759,F,3,0,B,186,HIGIENE,HIDRATANTE
2021-06-03,511203,270,F,3,1,B,96,LIMPEZA,BALDE
2021-06-03,511223,18,M,4,0,C,217,ALIMENTOS,BISCOITO
2021-06-03,511230,664,M,3,1,B,55,ALIMENTOS,QUEIJO DE CABRA
2021-06-03,511243,283,M,4,1,B,81,HIGIENE,HIDRATANTE
2021-06-03,511299,613,F,3,0,B,50,ALIMENTOS,PAO DE FORMA
2021-06-03,511338,942,M,1,0,B,172,LIMPEZA,LUSTRA MOVEIS
2021-06-03,511374,263,M,3,0,B,92,HIGIENE,TINTURAS
2021-06-03,511399,928,F,5,1,B,139,LIMPEZA,REMOVEDOR
2021-06-03,511451,840,F,3,3,C,177,ALIMENTOS,LIMAO
2021-06-03,511518,485,M,3,3,B,21,ALIMENTOS,CENOURA
2021-06-03,511564,123,F,3,2,B,154,HIGIENE,PRESERVATIVO
2021-06-03,511570,468,M,3,1,C,143,BEBIDAS,REFRIGERANTE GUARANA
2021-06-03,511642,809,F,3,3,B,1,ACESSORIOS,CHUPETA
2021-06-03,511650,73,M,1,0,A,110,LIMPEZA,SABAO
2021-06-03,511740,946,M,3,0,B,65,BEBIDAS,ENERGETICO
2021-06-03,511758,73,M,1,0,A,153,ALIMENTOS,PRESUNTO COZIDO
2021-06-03,511821,739,F,2,3,B,23,ALIMENTOS,COGUMELOS
2021-06-03,511878,816,M,4,0,C,210,ACESSORIOS,CHUPETA
2021-06-03,511943,605,M,4,2,B,64,ALIMENTOS,UVA
2021-06-03,511987,890,M,3,0,C,79,HIGIENE,GEL
2021-06-03,512004,932,M,4,1,B,7,ALIMENTOS,ALMONDEGA
2021-06-03,512066,279,M,1,2,B,19,ALIMENTOS,CAFE
2021-06-03,512154,424,M,1,4,B,160,ALIMENTOS,PALMITO
2021-06-03,512176,128,F,2,0,B,176,LIMPEZA,LIMPA VIDROS
2021-06-03,512198,676,M,2,3,B,205,ALIMENTOS,COXA E SOBRECOXA DE FRANGO
2021-06-03,512254,863,F,1,4,B,217,ALIMENTOS,BISCOITO
2021-06-03,512315,487,F,3,0,C,97,LIMPEZA,CERA
2021-06-03,512340,329,F,3,0,B,135,LIMPEZA,RODO
2021-06-03,512417,688,M,1,1,A,134,LIMPEZA,SABAO
2021-06-03,512474,911,F,2,0,B,145,PET,RACAO UMIDA PARA GATOS
2021-06-03,512557,368,M,4,0,C,113,LIMPEZA,TIRA MANCHA
2021-06-03,512635,264,F,4,1,B,229,ALIMENTOS,ALMONDEGA
2021-06-03,512657,116,M,4,0,B,126,HIGIENE,TALCO
2021-06-03,512691,761,F,1,4,B,223,ALIMENTOS,AZEITONA
2021-06-03,512713,419,F,2,1,B,219,ALIMENTOS,BATATA DOCE
2021-06-03,512752,781,M,4,0,B,84,HIGIENE,PAPEL HIGIENICO
2021-06-03,512788,318,M,1,2,B,45,ALIMENTOS,MANGA
2021-06-03,512844,112,M,4,0,B,90,HIGIENE,SHAMPOO
2021-06-03,512853,397,F,1,0,B,53,ALIMENTOS,PRESUNTO COZIDO
2021-06-03,512870,303,M,3,4,B,9,ALIMENTOS,ARROZ INTEGRAL
2021-06-03,512935,228,F,4,0,C,111,LIMPEZA,SABAO EM PO
2021-06-03,513020,822,M,2,3,B,152,ALIMENTOS,PRESUNTO COZIDO
2021-09-03,513025,369,F,3,4,C,157,ALIMENTOS,PAPINHA INFANTIL
2021-09-03,513076,378,F,2,0,C,210,ACESSORIOS,CHUPETA
2021-09-03,513169,908,M,3,2,C,215,ALIMENTOS,CAFE
2021-09-03,513261,95,M,1,0,B,176,LIMPEZA,LIMPA VIDROS
2021-09-03,513312,48,M,4,1,B,190,HIGIENE,GEL
